145.444,293.103
145.449,292.992
145.455,292.876
145.461,292.754
145.468,292.625
145.476,292.487
145.485,292.341
145.495,292.184
145.507,292.014
145.52,291.83
145.536,291.628
145.556,291.404
145.58,291.151
145.61,290.861
145.65,290.516
145.707,290.087
145.797,289.502
145.973,288.523
146.207,287.367
146.453,286.184
146.699,285.001
146.945,283.817
147.191,282.634
147.437,281.452
147.683,280.269
147.929,279.086
148.174,277.904
148.42,276.721
148.666,275.539
148.912,274.357
149.158,273.175
149.404,271.994
149.649,270.813
149.895,269.631
150.141,268.45
150.387,267.268
150.633,266.087
150.879,264.906
151.124,263.725
151.37,262.545
151.616,261.364
151.861,260.184
152.107,259.004
152.353,257.824
152.598,256.644
152.844,255.464
153.089,254.284
153.335,253.105
153.581,251.926
153.826,250.747
154.072,249.567
154.317,248.388
154.563,247.209
154.809,246.03
155.054,244.852
155.3,243.673
155.545,242.495
155.79,241.317
156.036,240.139
156.281,238.961
156.527,237.784
156.772,236.606
157.018,235.429
157.263,234.251
157.508,233.074
157.754,231.897
157.999,230.721
158.244,229.544
158.49,228.367
158.735,227.191
158.98,226.014
159.225,224.838
159.47,223.663
159.716,222.487
159.961,221.311
160.206,220.136
160.452,218.96
160.697,217.785
160.942,216.61
161.187,215.435
161.432,214.26
161.677,213.086
161.923,211.911
162.168,210.737
162.413,209.562
162.658,208.389
162.903,207.215
163.148,206.041
163.393,204.867
163.638,203.694
163.883,202.52
164.128,201.347
164.373,200.174
164.618,199.002
164.863,197.829
165.108,196.656
165.353,195.483
165.597,194.311
165.842,193.139
166.087,191.967
166.332,190.795
166.577,189.623
166.821,188.452
167.066,187.28
167.311,186.109
167.555,184.938
167.8,183.767
168.045,182.596
168.289,181.425
168.534,180.255
168.779,179.085
169.023,177.915
169.268,176.744
169.513,175.574
169.757,174.404
170.002,173.234
170.247,172.065
170.491,170.896
170.736,169.726
170.98,168.557
171.224,167.388
171.469,166.219
171.713,165.05
171.958,163.882
172.202,162.713
172.446,161.545
172.691,160.377
172.935,159.209
173.179,158.041
173.424,156.874
173.668,155.706
173.912,154.539
174.157,153.371
174.401,152.204
174.645,151.038
174.89,149.87
175.134,148.704
175.378,147.537
175.622,146.371
175.867,145.205
176.111,144.038
176.355,142.872
176.599,141.706
176.843,140.541
177.087,139.376
177.332,138.21
177.576,137.045
177.82,135.879
178.064,134.715
178.308,133.55
178.552,132.385
178.796,131.22
179.04,130.056
179.284,128.892
179.528,127.728
179.772,126.564
180.016,125.4
180.26,124.236
180.504,123.072
180.748,121.909
180.992,120.746
181.236,119.582
181.48,118.42
181.723,117.257
181.967,116.094
182.211,114.931
182.455,113.769
182.955,111.387
183.199,110.224
183.442,109.063
183.686,107.901
183.93,106.739
184.174,105.578
184.417,104.417
184.662,103.255
184.905,102.094
185.149,100.933
185.392,99.773
185.636,98.612
185.879,97.452
186.123,96.291
186.367,95.131
186.61,93.971
186.854,92.811
187.097,91.651
187.341,90.492
187.584,89.332
187.828,88.173
188.071,87.014
188.315,85.855
188.558,84.696
188.802,83.537
189.045,82.379
189.289,81.22
189.532,80.062
189.776,78.903
190.019,77.745
190.262,76.587
190.505,75.43
190.749,74.272
190.992,73.114
191.236,71.957
191.479,70.799
191.722,69.643
191.965,68.486
192.209,67.329
192.452,66.172
192.695,65.015
192.938,63.859
193.181,62.703
193.425,61.546
193.668,60.39
193.911,59.235
194.154,58.079
194.397,56.924
194.64,55.768
194.883,54.613
195.126,53.457
195.369,52.303
195.613,51.147
195.856,49.993
196.099,48.839
196.342,47.683
196.585,46.529
196.828,45.375
197.071,44.221
197.313,43.067
197.556,41.913
197.799,40.759
198.042,39.606
198.285,38.452
198.528,37.299
198.771,36.146
199.013,34.993
199.256,33.84
199.499,32.687
199.741,31.535
199.984,30.382
200.227,29.23
200.47,28.078
200.712,26.926
200.955,25.774
201.198,24.623
201.44,23.471
201.683,22.319
201.926,21.168
202.426,18.795
202.668,17.644
202.911,16.493
203.153,15.343
203.396,14.192
203.638,13.042
203.881,11.892
204.123,10.741
204.366,9.591
204.608,8.441
204.851,7.292
205.093,6.143
205.335,4.993
205.835,2.622
206.078,1.473
206.389,0
